Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,Daily_Return,Volatility_20d
2021-01-28,AAPL,135.68909090953088,138.09127131319642,132.94651480242143,133.3258056640625,133.3258056640625,142621100.0,-0.03498537508564881,
2021-01-29,AAPL,132.1004504499765,132.98546769252428,126.63476631172156,128.3367156982422,128.3367156982422,177523800.0,-0.037420287400259156,
2021-02-01,AAPL,130.07752674070375,131.66277536673385,127.3349504556567,130.45681762695312,130.45681762695312,106239800.0,0.016519839370799705,0.023056661888161464
2021-02-02,AAPL,132.00314951845078,132.56722577893618,130.9139069960329,131.28347778320312,131.28347778320312,83305400.0,0.006336657380481725,0.02307054962565897
2021-02-03,AAPL,132.0323330550851,132.0420679752551,129.9413731133275,130.26231384277344,130.26231384277344,89880900.0,-0.007778312683915933,0.023050785785344606
2021-02-04,AAPL,132.55747128395706,133.6272585293549,130.89441801327774,133.61753845214844,133.61753845214844,84183100.0,0.02575744672726099,0.02210944312409018
2021-02-05,AAPL,133.77831254493844,133.84648451427685,132.32705363193958,133.20364379882812,133.20364379882812,75693800.0,-0.0030976072311684755,0.021008753430251083
2021-02-08,AAPL,132.49259546322395,133.39841892980013,131.41145995524053,133.34971618652344,133.34971618652344,71297200.0,0.0010966095485789307,0.020959940155890432
2021-02-09,AAPL,133.06723649739686,134.29448011812482,132.31727079805114,132.4730987548828,132.4730987548828,76774200.0,-0.006573823002476109,0.02021735299843913
2021-02-10,AAPL,132.93091432442992,133.42766158836056,130.90500170826476,131.8692626953125,131.8692626953125,73046600.0,-0.004558178718892969,0.0202652495405606
2021-02-11,AAPL,132.3660090757308,132.84327231685145,130.29140835043972,131.6160430908203,131.6160430908203,64280000.0,-0.0019202322005641426,0.020035896248536092
2021-02-12,AAPL,130.8563275721737,132.0056353585524,130.21348684657468,131.84979248046875,131.84979248046875,60145100.0,0.00177599465961098,0.019634065352750495
2021-02-16,AAPL,131.96664818421948,132.47311511495084,129.33684859330893,129.72645568847656,129.72645568847656,80576300.0,-0.016104210344561,0.019745500930227675
2021-02-17,AAPL,127.83692569620268,128.78170264078364,126.10321467381556,127.43758392333984,127.43758392333984,97918500.0,-0.01764383180739315,0.020238611125067103
2021-02-18,AAPL,125.84025823038746,126.6194578665812,124.09681223442624,126.33700561523438,126.33700561523438,96856700.0,-0.008636214484162852,0.018932510808936747
2021-02-19,AAPL,126.85320926611833,127.31098844832444,125.45065303655016,126.4928207397461,126.4928207397461,87668800.0,0.0012333292510213756,0.016795836047355926
2021-02-22,AAPL,124.68116007602796,126.34669893995918,122.3338347574454,122.7234344482422,122.7234344482422,103916400.0,-0.029799211286933414,0.0172642090533343
2021-02-23,AAPL,120.54170021925478,123.41498433079911,115.31134105569778,122.58708953857422,122.58708953857422,158273000.0,-0.0011109932693864621,0.015534943162613748
2021-02-24,AAPL,121.69100535268277,122.29487783267318,119.05147832650884,122.09033966064452,122.09033966064452,111039900.0,-0.004052220179135535,0.015435548277005242
2021-02-25,AAPL,121.43775757680416,123.17146835413952,117.4054168564186,117.84371185302734,117.84371185302734,148199500.0,-0.034782668468454236,0.016689629812893743
2021-02-26,AAPL,119.40212088348072,121.60335309106918,118.04826755034811,118.1067123413086,118.1067123413086,164560400.0,0.002231773627508149,0.015532159801484697
2021-03-01,AAPL,120.53196041049354,124.60326248159896,119.59692548811964,124.46690368652344,124.46690368652344,116307900.0,0.053851226734979774,0.018846568935135602
2021-03-02,AAPL,125.07075595613982,125.37269215964542,121.75917002851492,121.8663101196289,121.8663101196289,102260900.0,-0.020893856036173775,0.0188349609418836
2021-03-03,AAPL,121.56438254510716,122.44098002866822,118.6716145648539,118.88589477539062,118.88589477539062,112966300.0,-0.02445643378643847,0.019265156399361737
2021-03-04,AAPL,118.58394060046568,120.3858306141505,115.53533765690152,117.00606536865234,117.00606536865234,178155000.0,-0.01581204742824882,0.019414291066548045
2021-03-05,AAPL,117.83397451469976,118.76900926850234,114.51264641529036,118.26252746582033,118.26252746582033,153766600.0,0.010738435594849216,0.018419853676093677
2021-03-08,AAPL,117.78528895665244,117.85346835184752,113.1880285063647,113.3341293334961,113.3341293334961,154376600.0,-0.041673370575887714,0.020055215798610696
2021-03-09,AAPL,115.93470289838992,118.88590857647792,115.700946019303,117.94113159179688,117.94113159179688,129525800.0,0.040649734421519756,0.022753065191218533
2021-03-10,AAPL,118.52551679323264,118.99303047984384,116.34376148572666,116.8599853515625,116.8599853515625,111943300.0,-0.00916682946519709,0.022764630458432508
2021-03-11,AAPL,119.35341713456052,120.00599237807344,118.10670400337276,118.78849792480467,118.78849792480467,103026500.0,0.01650276240785442,0.02331560385859782
2021-03-12,AAPL,117.2690682655597,118.01904158578924,116.06131583787986,117.88268280029295,117.88268280029295,88105100.0,-0.007625444721803931,0.023311440645018982
2021-03-15,AAPL,118.25280599447676,120.77545095974142,117.28854502762586,120.76570892333984,120.76570892333984,92403800.0,0.024456739994042076,0.024205191493241063
2021-03-16,AAPL,122.4312508542222,123.9117284110974,121.47673927373422,122.30463409423828,122.30463409423828,115227900.0,0.012743064108333257,0.024311772457799818
2021-03-17,AAPL,120.82415009129004,122.58707964634335,119.15861117334904,121.51568603515624,121.51568603515624,111932600.0,-0.006450680016540811,0.024076440305864703
2021-03-18,AAPL,119.68456358302883,119.97676520351848,117.1911374972353,117.39567565917967,117.39567565917967,121229700.0,-0.033905173154226254,0.02507946509793902
2021-03-19,AAPL,116.7820720526636,118.27228410779664,116.56779183514182,116.8697280883789,116.8697280883789,185549500.0,-0.004480127294702818,0.025056846978077574
2021-03-22,AAPL,117.20088850037816,120.64883370339138,117.13270910784668,120.18131256103516,120.18131256103516,111912300.0,0.02833569074578457,0.025235304399397602
2021-03-23,AAPL,120.12288918175794,121.0092213877964,118.96383194286418,119.35343170166016,119.35343170166016,95467100.0,-0.00688859891553073,0.02527275603438587
2021-03-24,AAPL,119.62613612617308,119.70405755554832,116.94764829711929,116.96712493896484,116.96712493896484,88530500.0,-0.019993616678406045,0.025621933358870717
2021-03-25,AAPL,116.431448667282,118.49632225832028,115.90549008944214,117.45413970947266,117.45413970947266,98844700.0,0.004163689333750442,0.024438393601683848
2021-03-26,AAPL,117.2203770478402,118.32099690748782,115.82756294666449,118.05801391601562,118.05801391601562,94071200.0,0.005141361624517282,0.024460299748724535
2021-03-29,AAPL,118.48657071923124,119.39238695881984,117.59049651669116,118.23332977294922,118.23332977294922,80819200.0,0.0014849975119715086,0.02097665397469357
2021-03-30,AAPL,116.98661215897457,117.26907177481124,115.76911765846988,116.78207397460938,116.78207397460938,85671900.0,-0.01227450669897212,0.020661938819524838
2021-03-31,AAPL,118.48656634745086,120.30793336547684,117.99956854695247,118.97356414794922,118.97356414794922,118323800.0,0.018765638413103636,0.020440508002808267
2021-04-01,AAPL,120.44429326652572,120.95076768283118,119.30471282559483,119.80145263671876,119.80145263671876,75089100.0,0.006958591975441131,0.020131436731231217
2021-04-05,AAPL,120.6488353850815,122.87928615898178,119.86963594729222,122.62604522705078,122.62604522705078,88651200.0,0.023577281645300152,0.02064393422780889
2021-04-06,AAPL,123.2104304723134,123.82404496077191,122.38253578537844,122.92797088623048,122.92797088623048,80171300.0,0.002462165836145669,0.017905165021835423
2021-04-07,AAPL,122.55785008781348,124.5934970252362,121.88579084483872,124.5740203857422,124.5740203857422,83466700.0,0.013390357683810805,0.01591304439490648
2021-04-08,AAPL,125.59670985066153,126.9992656715053,125.17789894243262,126.97004699707033,126.97004699707033,88844600.0,0.019233758402505297,0.01604993492279415
2021-04-09,AAPL,126.4246145731164,129.58035037412546,126.1031942856078,129.54139709472656,129.54139709472656,106686700.0,0.02025162751743781,0.01622117336657433
2021-04-12,AAPL,129.07387663932346,129.39529690991694,127.2330258982812,127.82716369628906,127.82716369628906,91420000.0,-0.013233093334511281,0.016487476050566524
2021-04-13,AAPL,128.99597765783932,131.15824904554103,128.49923039780398,130.93421936035156,130.93421936035156,91266500.0,0.024306693305381488,0.016477798500350326
2021-04-14,AAPL,131.43094899145666,131.48938634080065,128.2362450900617,128.59661865234375,128.59661865234375,87222800.0,-0.01785324508312347,0.017051218288739546
2021-04-15,AAPL,130.34010100083557,131.48940869866695,130.16477406100063,131.00241088867188,131.00241088867188,89347100.0,0.018708052058756586,0.017271128187766348
2021-04-16,AAPL,130.8076081751269,131.16798178060714,129.81412853121648,130.67124938964844,130.67124938964844,84922400.0,-0.002527903851363922,0.014920720635634982
2021-04-19,AAPL,130.03809593187998,131.94713309442693,129.8725185286061,131.33351135253906,131.33351135253906,94264200.0,0.005068153599081526,0.014737001676732886
2021-04-20,AAPL,131.50884836684003,132.0055806149895,128.3823169431064,129.6485137939453,129.6485137939453,94812300.0,-0.012829913258549097,0.014315170754280931
2021-04-21,AAPL,128.91802722500978,130.27188018913125,127.8855945150741,130.02838134765625,130.02838134765625,68847100.0,0.0029299800097568607,0.014092498772771753
2021-04-22,AAPL,129.58035833012048,130.66149395921403,127.99275572778816,128.50897216796875,128.50897216796875,84566500.0,-0.011685211827909048,0.013443507933592514
2021-04-23,AAPL,128.72326849315886,131.60628729046172,128.72326849315886,130.8271026611328,130.8271026611328,78657500.0,0.01803866651531627,0.01376304830088445
2021-04-26,AAPL,131.3238149040494,131.54782970744537,130.0868364590517,131.2166748046875,131.2166748046875,66905100.0,0.0029777632893372985,0.01377447820249312
2021-04-27,AAPL,131.49916682602472,131.88877406090668,130.62257655603392,130.89529418945312,130.89529418945312,66015800.0,-0.0024492360876599006,0.013860963141236488
2021-04-28,AAPL,130.8173358098676,131.5088791677975,129.61932548257246,130.1063232421875,130.1063232421875,107760100.0,-0.0060274966502897875,0.013512687813753043
2021-04-29,AAPL,132.92119413868548,133.50559750247544,129.00572727008063,130.00894165039062,130.00894165039062,151101000.0,-0.0007484770099575044,0.013205681376429445
2021-04-30,AAPL,128.35314426527148,130.08685531571498,127.66161568350716,128.04147338867188,128.04147338867188,109839500.0,-0.015133330344381246,0.013897448649817297
2021-05-03,AAPL,128.6063555356659,130.58358001612103,128.40182480933737,129.09335327148438,129.09335327148438,75135100.0,0.008215149786815479,0.013128127981981251
2021-05-04,AAPL,127.77848641989289,128.070688075214,123.40524078183633,124.52533721923828,124.52533721923828,137564700.0,-0.03538536986206808,0.015644062153843296
2021-05-05,AAPL,125.84021547722772,127.05770985077288,124.64220517501704,124.76882934570312,124.76882934570312,84000900.0,0.0019553621126611187,0.015364716227912863
2021-05-06,AAPL,124.56428281581604,126.37591502452004,123.82404416158316,126.36618041992188,126.36618041992188,78128300.0,0.012802485064542068,0.015008357749048587
2021-05-07,AAPL,127.66382129004228,128.06382651595774,126.3271705323357,127.0394058227539,127.0394058227539,78973300.0,0.005327575784872751,0.014295701234924046
2021-05-10,AAPL,126.25888455817044,126.38570894939902,123.72218831224929,123.76121520996094,123.76121520996094,88071200.0,-0.025804517831000573,0.01512017857074445
2021-05-11,AAPL,120.492788250042,123.19533577203656,119.7805603965293,122.84410858154295,122.84410858154295,126142800.0,-0.007410291074325004,0.013883082835308782
2021-05-12,AAPL,120.39521236408822,121.60501628867117,119.27321336720668,119.78054809570312,119.78054809570312,112172300.0,-0.024938603252644076,0.014361745972467475
2021-05-13,AAPL,121.54645335187068,123.07822323359044,121.23424571494743,121.9269561767578,121.9269561767578,105861300.0,0.017919504587169843,0.014298669605369733
2021-05-14,AAPL,123.17581112527976,124.77587651193252,122.78554964091155,124.34658813476562,124.34658813476562,81918000.0,0.019844930390126914,0.015222805443977106
2021-05-17,AAPL,123.7319305977149,123.83925269137896,122.12210663637244,123.19532012939452,123.19532012939452,74244600.0,-0.00925854116820135,0.015191586372681861
2021-05-18,AAPL,123.47825121325307,123.89778097564653,121.7415955505699,121.80989074707033,121.80989074707033,63342900.0,-0.01124579554539118,0.015142142321258973
2021-05-19,AAPL,120.16104258276611,121.87818100914645,119.86834464183288,121.6537857055664,121.6537857055664,92612000.0,-0.0012815465193057873,0.01508445488060145
2021-05-20,AAPL,122.1806527421714,124.61001915730156,122.05381347828964,124.20999908447266,124.20999908447266,76857100.0,0.02101219755785455,0.015869515318979434
2021-05-21,AAPL,124.70758107227503,124.8831983677244,122.16113401006866,122.3757781982422,122.3757781982422,79295400.0,-0.014767095239917372,0.015424211202394705
2021-05-24,AAPL,122.94165678285484,124.82466155300956,122.87336158160026,124.00511169433594,124.00511169433594,63092900.0,0.013314182921511764,0.01581112127690622
2021-05-25,AAPL,124.70759385237946,125.1954263396154,123.24411872152992,123.80999755859376,123.80999755859376,72009500.0,-0.0015734362323959195,0.015813073598976775
2021-05-26,AAPL,123.86853731776311,124.28806716363906,123.34168536408502,123.76121520996094,123.76121520996094,56575900.0,-0.00039400976976633473,0.01580008492992056
2021-05-27,AAPL,123.3611810284224,124.5319579811851,122.03429651202822,122.22942352294922,122.22942352294922,94625600.0,-0.012376992940906661,0.015950229253289573
2021-05-28,AAPL,122.51235234032616,122.73675508280115,121.51719276060966,121.5757293701172,121.5757293701172,71311100.0,-0.005348091596859117,0.015705330183631218
2021-06-01,AAPL,122.03431485733806,122.29773710604329,120.92207435192589,121.25379180908205,121.25379180908205,67637100.0,-0.002648041370618248,0.015502897969856695
2021-06-02,AAPL,121.25377238108098,122.19039542274524,121.02937706510446,122.01477813720705,122.01477813720705,59278900.0,0.006275979635533391,0.013607219834588754
2021-06-03,AAPL,121.6440550967321,121.8099138277147,120.1317944601695,120.53181457519533,120.53181457519533,76229200.0,-0.012153966795268922,0.013813948088558257
2021-06-04,AAPL,121.04890215666704,123.0880146444984,120.83425795335646,122.8245849609375,122.8245849609375,75169300.0,0.019022117884998746,0.014220115404597175
2021-06-07,AAPL,123.09774990370911,123.24409888195902,121.7903825702114,122.8343276977539,122.8343276977539,71057600.0,7.932236709362606e-05,0.01413909897152005
2021-06-08,AAPL,123.51728685562117,125.33200387040456,123.13678395621102,123.65387725830078,123.65387725830078,74403800.0,0.0066719912577162255,0.013033017043789744
2021-06-09,AAPL,124.11243947005046,124.63929137968418,123.43923856713752,124.03438568115234,124.03438568115234,56877900.0,0.003077205756004897,0.012928158696048828
2021-06-10,AAPL,123.92704498219538,125.0685610035486,122.87334876469548,123.0392074584961,123.0392074584961,71186400.0,-0.008023405906282255,0.011663585680148563
2021-06-11,AAPL,123.44899833208645,124.33684344114933,123.02946851727128,124.24903106689452,124.24903106689452,53522400.0,0.00983282998475521,0.011191662167051761
2021-06-14,AAPL,124.70758548178374,127.36134728829198,123.9758479654745,127.30281066894533,127.30281066894533,96906500.0,0.02457789469928895,0.011651632117693567
2021-06-15,AAPL,126.7759590759042,127.4198916269695,126.23934861668312,126.48326110839844,126.48326110839844,62746300.0,-0.0064377962767699914,0.011534350252636496
2021-06-16,AAPL,127.19547914078684,127.70282128290684,125.33199905171192,126.9808349609375,126.9808349609375,91815000.0,0.003933910686510833,0.011152893164029842
2021-06-17,AAPL,126.63936820067508,129.32240559947226,126.49301177385304,128.58090209960938,128.58090209960938,96721700.0,0.012600855390217713,0.011358857716586457
2021-06-18,AAPL,127.52723008894328,128.30773825283313,127.06867335467656,127.28331756591795,127.28331756591795,108953300.0,-0.01009158057303261,0.010857176418826756
2021-06-21,AAPL,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,129.0784912109375,79663300.0,0.01410376221604892,0.01052573740319306
2021-06-22,AAPL,128.91260151651892,130.81511548198895,128.4150106343884,130.71754455566406,130.71754455566406,74783600.0,0.01269811360010431,0.010493961934211435
2021-06-23,AAPL,130.51271488266488,131.0493254021088,129.98585550457855,130.4444122314453,130.4444122314453,60214200.0,-0.002089484813589393,0.010505627944395437
2021-06-24,AAPL,131.17610718778187,131.3614830240449,129.69311538491124,130.16143798828125,130.16143798828125,68711000.0,-0.0021693090437786555,0.01054028226577293
2021-06-25,AAPL,130.21022727723152,130.62974954026467,129.57604598259172,129.86874389648438,129.86874389648438,70783700.0,-0.0022487005085425338,0.010014186163158387
2021-06-28,AAPL,130.1615023600917,131.95669523246048,130.10296572752944,131.49813842773438,131.49813842773438,62111300.0,0.012546471786535118,0.010020640106304832
2021-06-29,AAPL,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,133.01036071777344,64556100.0,0.011499952076280628,0.01002764855849514
2021-06-30,AAPL,132.8542586809143,134.0640700400228,132.56156070353867,133.62503051757812,133.62503051757812,63261400.0,0.004621217448683712,0.010020657444183127
2021-07-01,AAPL,133.27377610064684,133.98599632611845,132.45421890843855,133.92745971679688,133.92745971679688,52485800.0,0.002263267578292316,0.009239947348266804
2021-07-02,AAPL,134.54212006442484,136.5909908825578,134.39577852908815,136.55197143554688,136.55197143554688,78852600.0,0.01959651683306607,0.009285547264989435
2021-07-06,AAPL,136.65934403214428,139.66433384141413,136.65934403214428,138.56185913085938,138.56185913085938,108181800.0,0.014718847880282437,0.00942399751523549
2021-07-07,AAPL,140.04478004189397,141.36191336128311,139.1862182535438,141.04971313476562,141.04971313476562,104911600.0,0.017954825516282247,0.009791579661179106
2021-07-08,AAPL,138.13253828734636,140.55214628534262,137.24469315334258,139.7521209716797,139.7521209716797,105575500.0,-0.009199537767554,0.010393546063298073
2021-07-09,AAPL,139.27401905419063,142.1033977245654,139.17644811221814,141.57655334472656,141.57655334472656,99890800.0,0.013054774126945778,0.009952355146168108
2021-07-12,AAPL,142.64981360326175,142.75713571421414,140.49362024221452,140.9814453125,140.9814453125,76299700.0,-0.004203436361227997,0.010239395744174087
2021-07-13,AAPL,140.5228614286861,143.86934850619764,140.1326074026889,142.09365844726562,142.09365844726562,100827100.0,0.007889074567935417,0.009317401022146421
2021-07-14,AAPL,144.4937679079545,145.9279745686904,144.0839818158266,145.5181884765625,145.5181884765625,127050800.0,0.02410051276544345,0.00974172426769242
2021-07-15,AAPL,145.6059901139749,146.34747864637848,143.50833398770226,144.86448669433594,144.86448669433594,106820300.0,-0.004492234194709233,0.010061847077392914
2021-07-16,AAPL,144.84501166670194,146.11334481046933,142.32783277394142,142.82540893554688,142.82540893554688,93251400.0,-0.014075760079773847,0.010960569284534944
2021-07-19,AAPL,140.24968646910114,140.56190161268026,138.2203326975493,138.98133850097656,138.98133850097656,121434600.0,-0.026914471754147296,0.012711518608124308
2021-07-20,AAPL,139.96676145319103,143.518127007473,139.47893643261804,142.59124755859375,142.59124755859375,96350000.0,0.025974055916808014,0.013440589099490058
2021-07-21,AAPL,141.98632105555998,142.57171691870616,141.108242148076,141.85948181152344,141.85948181152344,74993500.0,-0.005131912088570667,0.013499623788864717
2021-07-22,AAPL,142.38634335455993,144.59130668501456,142.25950410848452,143.22540283203125,143.22540283203125,77338200.0,0.009628690328381317,0.01346723524078409
2021-07-23,AAPL,143.9571344380385,145.09864294509043,143.3424702853048,144.94253540039062,144.94253540039062,71447400.0,0.011989022438799957,0.013455347687845794
2021-07-26,AAPL,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,145.36209106445312,72434100.0,0.0028946345039675414,0.013348614515031424
2021-07-27,AAPL,145.48895126026883,145.57677109148528,142.0058878307222,143.19618225097656,143.19618225097656,104818600.0,-0.014900093948952642,0.0140062199809499
2021-07-28,AAPL,141.2838940706625,143.39130194121526,139.06916408946387,141.4497528076172,141.4497528076172,118931200.0,-0.012196061486460907,0.014368313040051314
2021-07-29,AAPL,141.16679397009463,142.98150347673163,141.05947187985987,142.09365844726562,142.09365844726562,56699500.0,0.004552186390344604,0.014367956541623296
2021-07-30,AAPL,140.86434605990442,142.76686050541852,140.60091640214495,142.3083038330078,142.3083038330078,70440600.0,0.0015105908883459307,0.014371456034342337
2021-08-02,AAPL,142.7961201026742,143.37174997131473,141.71314811709885,141.97657775878906,141.97657775878906,62880000.0,-0.0023310380721565105,0.013877663812461371
2021-08-03,AAPL,142.2595139229218,144.43520909857267,141.64484970305608,143.7717742919922,143.7717742919922,64786600.0,0.012644314728117223,0.013785364723639256
2021-08-04,AAPL,143.6840108679653,144.1913382593153,142.7181117988245,143.37179565429688,143.37179565429688,56368300.0,-0.0027820386836360234,0.013288110867427457
2021-08-05,AAPL,143.40101116673,144.24007063545545,142.6107371680816,143.47906494140625,143.47906494140625,46397700.0,0.0007481896046557246,0.01307461828780656
2021-08-06,AAPL,143.0002897194494,143.74288917370467,142.296768169296,142.7950897216797,142.7950897216797,54126800.0,-0.004767073300943836,0.01284361867892308
2021-08-09,AAPL,142.8537292225246,143.34228507821692,142.18930041536296,142.74624633789062,142.74624633789062,48908700.0,-0.0003420522644319579,0.01279802727182883
2021-08-10,AAPL,143.08824157374232,144.32917762337323,141.97433481779836,142.26747131347656,142.26747131347656,69023100.0,-0.003354028821751065,0.012712262793134631
2021-08-11,AAPL,142.7071837820295,143.36184690994065,142.19908146277635,142.5215301513672,142.5215301513672,48493500.0,0.0017857830433412047,0.011411066886970307
2021-08-12,AAPL,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,145.48214721679688,72282600.0,0.0207731215226592,0.012360546874068354
2021-08-13,AAPL,145.56034862237908,146.01959236929383,144.87637333214747,145.6873779296875,145.6873779296875,59375000.0,0.0014106934549487082,0.011889655216093056
2021-08-16,AAPL,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,147.6611328125,103296000.0,0.01354787841514371,0.010201806772158158
2021-08-17,AAPL,146.79148879708086,148.20829780218608,145.67758203815535,146.75241088867188,146.75241088867188,92229700.0,-0.006154103700274471,0.008847112443156306
2021-08-18,AAPL,146.37135309386304,147.27029417589944,142.80488601790597,143.0100860595703,143.0100860595703,86326000.0,-0.025500942754123068,0.0106388471229238
2021-08-19,AAPL,141.71051038649435,144.61253336364982,141.1926423719419,143.34228515625,143.34228515625,86960300.0,0.002322906767158406,0.010430779821216892
2021-08-20,AAPL,144.06532310737114,145.10105892019794,143.42042593388106,144.79815673828125,144.79815673828125,60549600.0,0.01015660926881612,0.010328330211822183
2021-08-23,AAPL,144.91543614181833,146.75241093803115,144.50505101044897,146.2834014892578,146.2834014892578,60131800.0,0.010257345704069332,0.010565393138390524
2021-08-24,AAPL,146.02937310982574,147.40710449199298,145.73623655262395,146.1954803466797,146.1954803466797,48606400.0,-0.0006010329380027324,0.009943240393514732
2021-08-25,AAPL,146.38107262063713,146.8794090317968,144.41708385708912,144.96426391601562,144.96426391601562,58991300.0,-0.008421713364492711,0.009711031053414955
2021-08-26,AAPL,144.95451308804914,145.7068782917423,144.13372800564036,144.1630401611328,144.1630401611328,48597200.0,-0.005527043239753171,0.00979307462193417
2021-08-27,AAPL,144.10443150378484,145.34536755607812,143.4693148530707,145.1988067626953,145.1988067626953,55802400.0,0.007184688949434026,0.009897328987091045
2021-08-30,AAPL,145.58964568755837,149.97688265994054,145.2085727146907,149.61534118652344,149.61534118652344,90956700.0,0.03041715371012832,0.011828591886466533
2021-08-31,AAPL,149.16586282859998,149.30265785841414,147.82720977662575,148.3548583984375,148.3548583984375,86453100.0,-0.008424823137050619,0.011833602436723835
2021-09-01,AAPL,149.33201585532615,151.4328005101191,148.85322564922996,149.0193328857422,149.0193328857422,80313700.0,0.00447895333174797,0.011802250214480343
2021-09-02,AAPL,150.34819027947748,151.1787412864672,148.91183471793337,150.1332244873047,150.1332244873047,71115500.0,0.007474812697064959,0.011860415470813204
2021-09-03,AAPL,150.24072279818162,151.09082030337387,149.5860596037749,150.76837158203125,150.76837158203125,57808700.0,0.004230556540003372,0.011746914609475769
2021-09-07,AAPL,151.42301943650597,153.660598936694,150.85629279363835,153.10365295410156,153.10365295410156,82278300.0,0.015489199409437937,0.012054423696253251
2021-09-08,AAPL,153.38700877891932,153.4456331023822,150.45567332943037,151.559814453125,151.559814453125,74420200.0,-0.010083616368313453,0.012348420827410498
2021-09-09,AAPL,151.93110647020356,152.53691096459315,150.4263460744376,150.54360961914062,150.54360961914062,57305700.0,-0.006704975442541672,0.012545461604085218
2021-09-10,AAPL,151.45229981917254,151.92130921813492,145.296493683324,145.56031799316406,145.56031799316406,140893200.0,-0.03310198047319157,0.014166177005979354
2021-09-13,AAPL,147.18237311566395,147.954284971399,145.3453979370689,146.12709045410156,146.12709045410156,102404300.0,0.003893729202790741,0.014188922961945414
2021-09-14,AAPL,146.90876744705565,147.61228914708835,143.54750041568678,144.72979736328125,144.72979736328125,109296300.0,-0.009562176913795462,0.013988290647141584
2021-09-15,AAPL,145.15972903193406,146.01959220126037,143.01985176888803,145.6189727783203,145.6189727783203,83281300.0,0.006143692807136114,0.0140158489989628
2021-09-16,AAPL,145.04246503666727,145.56033305169905,143.8503875542624,145.3844451904297,145.3844451904297,68034100.0,-0.0016105565326823834,0.012711865696415098
2021-09-17,AAPL,145.41377207009813,145.41377207009813,142.42379770872697,142.71693420410156,142.71693420410156,129868800.0,-0.01834798064424381,0.013411226881727039
2021-09-20,AAPL,140.50866688674913,141.52485650500037,138.0365754530921,139.66835021972656,139.66835021972656,123478900.0,-0.021361052921828994,0.013978268470081299
2021-09-21,AAPL,140.63571172252995,141.2903898304163,139.51203897648207,140.14715576171875,140.14715576171875,75834000.0,0.0034281606479844573,0.013752157864240161
2021-09-22,AAPL,141.14378392401113,143.0784609405733,140.4109501394529,142.51174926757812,142.51174926757812,76404300.0,0.016872219011563105,0.014389343104782298
2021-09-23,AAPL,143.29342671393508,143.71359250338787,142.30654925147212,143.4693145751953,143.4693145751953,64838200.0,0.006719202539709812,0.014386399841918826
